,droit_d_auteur,Llama2-7B Accuracy,Pythia7B Accuracy,Pythia12B Accuracy,Olmo-7B Accuracy,Mistral7B Instruct Accuracy,Mixtral7x8B Accuracy,Mistral7B Accuracy,GPT-4 Accuracy,ChatGPT Accuracy,BERT Accuracy,Author,Title,Year,Bing Hits,Google Hits,Dolma Hits,C4 Hits,Pile Hits,Source,Sub-source,average,Source：Sub-source,ChatGPT predicted year,GPT-4 predicted year,ID,Date of Birth,Date of Death
448,private,0,0,0,0,0,0,0,0,0,0,Helon Habila,Oil on Water,2011,0,1,0.1,0,1.8,Global,Africa,,Global,1998,2010,habila_oil_on_water_Oil_on_Water,1967/1/1,
447,private,0,0,0,0,0,0,0,0,0,0,D'Arcy Niland,The Shiralee,1955,0,0,0,0,0,Global,Oceania,,Global,1930,1950,niland_the_shiralee_The_Shiralee,1917/10/20,1967/3/29
445,private,0,0,0,0,0,0,0,0,0,0,Martin Van Peebles,Just An Old Sweet Song,1976,0,0,0,0,0,BBIP,,,BBIP,1978,1975,van_peebles_just_an_old_sweet_song_Just_An_Old_Sweet_Song,1932/8/21,2021/9/21
442,private,0,0,0,0,0,0,0,0,0.01,0,Chester Himes,If He Hollers Let Him Go,1945,0,0.2,0,0,2,BBIP,,,BBIP,1950,1950,himes_if_he_hollers_let_him_go_If_He_Hollers_Let_Him_Go,1909/7/29,1984/11/12
472,private,0,0,0,0,0,0,0,0,0,0,Helen MacInnes,The Salzburg Connection,1968,0,0,0,0,0.9,Bestsellers,,,Bestsellers,1960,1950,macinnes_salzburg_connection_The_Salzburg_Connection,1907/10/7,1985/9/30
473,private,0,0,0,0,0,0,0,0,0,0,Stella Rimington,At Risk,2004,0.3,0.7,0,0.2,1,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,2010,2005,rimington_at_risk_At_Risk,1935/5/13,
490,private,0,0,0,0,0,0,0,0,0,0,Jack Finney,Invasion of the Body Snatchers,1955,0,0.1,1.1,0,2,Genre Fiction,Horror,,Genre Fiction：Horror,1955,1955,finney_invasion_of_the_body_snatchers_Invasion_of_the_Body_Snatchers,1911/10/2,1995/11/14
503,private,0,0,0,0,0,0,0,0,0,0,Samuel Delany,Dhalgren,1974,0,0.1,0,0,1.8,BBIP,,,BBIP,1970,1975,delaney_dhalgren_Dhalgren,1942/4/1,
502,private,0,0,0,0,0,0,0,0,0,0,Frederick Forsyth,The Day of the Jackal,1971,0.1,1.8,0.4,0.1,3.6,Genre Fiction,Action/Spy,,Genre Fiction：Action/Spy,1958,1965,forsyth_the_day_of_the_jackal_The_Day_of_the_Jackal,1938/8/25,
501,private,0,0,0,0,0,0,0,0,0,0,Toni Morrison,God Help the Child,2015,0.1,0.6,0,0,1,BCALA,,,BCALA,Unknown (There is not enough information in the passage to make a prediction of the year.),2015,morrison_god_help_the_child_God_Help_the_Child,1931/2/18,2019/8/5
500,private,0,0,0,0,0,0,0,0,0,0,C. L. R. James,Minty Alley,1936,0,0,0,0,0.1,Global,Americas,,Global,1920,1935,james_minty_alley_Minty_Alley,1901/1/4,1989/5/31
499,private,0,0,0,0,0,0,0,0,0,0,N. Scott Momaday,House Made of Dawn,1969,0,1.9,0.2,0,3,Pulitzer,,,Pulitzer,1962,1955,momaday_house_made_of_dawn_House_Made_of_Dawn,1934/2/27,2024/1/24
498,private,0,0,0,0,0,0,0,0,0,0,Tsitsi Dangarembga,Nervous Conditions,1988,0.2,0.8,0.4,0,0,Global,Africa,,Global,1988,1988,dangarembga_nervous_conditions_Nervous_Conditions,1959/2/14,
497,private,0,0,0,0,0,0,0,0,0,0,Jane Smiley,A Thousand Acres,1992,0,0.3,0.4,0,0,Pulitzer,,,Pulitzer,1950,1985,smiley_a_thousand_acres_A_Thousand_Acres,1949/9/26,
496,private,0,0,0,0,0,0,0,0,0.01,0,Rebecca West,The Thinking Reed,1936,0,0,0,0,3,Bestsellers,,,Bestsellers,1924,1936,west_the_thinking_reed_The_Thinking_Reed,1892-12-21,1983/3/15
495,private,0,0,0,0,0.01,0,0,0,0,0,May Sarton,Joanna and Ulysses,1964,0,0,0,0,0,Pulitzer,,,Pulitzer,1950,1950,sarton_joanna_and_ulysses_Joanna_and_Ulysses,1912/5/3,1995/7/16
489,public,0,0,0,0,0.01,0,0,0,0,0.01,Lillian Smith,Strange Fruit,1944,0,0,0,0,0,Bestsellers,,,Bestsellers,1955,1948,smith_strange_fruit_Strange_Fruit,1871-02-03,1930/2/3
494,private,0,0,0,0,0,0,0,0,0,0,Dorothy West,The Living Is Easy,1948,0,0.1,0,0,0,BBIP,,,BBIP,1922,1920,west_the_living_is_easy_The_Living_Is_Easy,1907/6/2,1998/8/16
492,private,0,0,0,0,0,0,0,0,0,0,Anne Tyler,The Accidental Tourist,1986,0.3,1.1,0,0.222,1.1,Pulitzer,,,Pulitzer,1985,1985,tyler_the_accidental_tourist_The_Accidental_Tourist,1941/10/25,
491,private,0,0,0,0.01,0,0.02,0,0,0,0,Shirley Ann Grau,The Keepers of the House,1965,0,0.1,0,0,1,Pulitzer,,,Pulitzer,1952,1950,grau_the_keepers_of_the_house_The_Keepers_of_the_House,1929/7/8,2020/8/3
486,public,0,0,0,0,0.01,0,0,0,0,0,P. G. (Pelham Grenville) Wodehouse,Piccadilly Jim,1919,0,0.8,1.6,0,3.4,pre-1923 LitBank,,,pre-1923 LitBank,1920,1920,2005_piccadilly_jim,1881-10-15,1975/2/14
475,private,0,0,0,0,0,0,0,0,0,0,Samuel Delany,Return to Neveryon,1989,0,12700,0,0.4,1.4,BBIP,,,BBIP,1982,1965,delany_return_to_neveryon_Return_to_Neveryon,1942/4/1,
488,private,0,0,0,0,0,0,0,0,0,0,Judith Krantz,Mistral's Daughter,1982,0.2,0.7,0,0.5,0.5,Bestsellers,,,Bestsellers,1952,1980,krantz_mistrals_daughter_Mistral_s_Daughter,1928/1/9,2019/6/22
485,private,0,0,0,0,0,0,0,0,0,0.01,Josephine Winslow Johnson,Now in November,1935,0,0,0,0,0,Pulitzer,,,Pulitzer,1930,1950,johnson_now_in_november_Now_in_November,1910/6/20,1990/2/27
484,,0,0,0,0,0,0,0,0,0,0,Figiel Sia,Where We Once Belonged,1996,0,0,0.1,0,0,Global,Oceania,,Global,Uncertain (The passage does not provide enough context to make a prediction of a specific year.),1980,figiel_where_we_once_belonged_Where_We_Once_Belonged,,
483,private,0,0,0,0,0,0,0,0,0,0,Jim Thompson,The Killer Inside Me,1952,0,0,0,0.1,1.2,Genre Fiction,Mystery/Crime,,Genre Fiction：Mystery/Crime,1951,1950,thompson_the_killer_inside_me_The_Killer_Inside_Me,1906/9/27,1977/4/7
482,private,0,0,0,0,0,0,0,0,0,0,Nella Larsen,Quicksand,1928,0.1,1.7,1.9,0,4.1,BBIP,,,BBIP,1928,1928,larsen_quicksand_Quicksand,1891-04-13,1964/3/30
481,private,0,0,0,0,0,0,0,0,0.01,0,John Oliver Killens,And Then We Heard the Thunder,1963,0,0,0,0,0,BBIP,,,BBIP,1950,1955,killens_and_then_we_heard_the_thunder_And_Then_We_Heard_the_Thunder,1916/1/14,1987/10/27
479,private,0,0,0,0,0,0,0,0,0,0,Gloria Naylor,The Women of Brewster Place,1982,2.3,1680.1,0,39.4,5.2,BBIP,,,BBIP,1930,1950,naylor_women_of_brewster_place_The_Women_of_Brewster_Place,1950/1/25,2016/9/28
478,private,0,0,0,0,0,0,0,0,0,0,Jr. A. B. Guthrie,The Way West,1950,0,0.4,0,0,0,Pulitzer,,,Pulitzer,1851,1950,guthrie_the_way_west_The_Way_West,1901/1/1,1991/4/26
477,private,0,0,0,0,0,0,0,0,0,0,Aminatta Forna,The Memory of Love,2010,0,0,0.1,0,0,Global,Europe,,Global,1980,1985,forna_the_memory_of_love_The_Memory_of_Love,1964/11/1,
476,private,0,0,0,0,0,0,0,0,0,0,Valerie Wilson Wesley,Ain't Nobody's Business If I Do,1999,0,0,0,0,0,BCALA,,,BCALA,1975,1980,wesley_aint_nobodys_business_if_i_do_Ain_t_Nobody_s_Business_If_I_Do,1947/11/22,
